GameID,GameDate,AwayTeamID,HomeTeamID,VenueID
567574,2019-05-07T23:40:00Z,120,158,32
566584,2019-05-07T23:45:00Z,143,138,2889
565140,2019-05-08T00:05:00Z,146,112,17
565620,2019-05-08T00:10:00Z,118,117,2392
565429,2019-05-08T00:40:00Z,137,115,19
566102,2019-05-08T02:07:00Z,113,133,10
565816,2019-05-08T02:10:00Z,144,119,22
566294,2019-05-08T02:10:00Z,121,135,2680
566197,2019-05-08T16:35:00Z,140,134,31
566682,2019-05-08T17:10:00Z,109,139,12
567575,2019-05-08T17:10:00Z,120,158,32
566585,2019-05-08T17:15:00Z,143,138,2889
566295,2019-05-08T19:40:00Z,121,135,2680
565332,2019-05-08T22:10:00Z,145,114,5
567476,2019-05-08T22:35:00Z,136,147,3313
564948,2019-05-08T23:05:00Z,111,110,2
566881,2019-05-08T23:07:00Z,142,141,14
565526,2019-05-08T23:10:00Z,108,116,2394
565141,2019-05-08T23:35:00Z,146,112,17
565621,2019-05-09T00:10:00Z,118,117,2392
565430,2019-05-09T00:40:00Z,137,115,19
566103,2019-05-09T02:07:00Z,113,133,10
565817,2019-05-09T02:10:00Z,144,119,22
565333,2019-05-09T17:10:00Z,145,114,5
565527,2019-05-09T17:10:00Z,108,116,2394
565142,2019-05-09T18:20:00Z,146,112,17
565431,2019-05-09T19:10:00Z,137,115,19
566104,2019-05-09T19:37:00Z,113,133,10
